goodreads_book_id,best_book_id,work_id,books_count,isbn,original_publication_year,original_title,language_code,average_rating,work_ratings_count,work_text_reviews_count,image_url
9961796,9961796,7149084,22,525423281,2011.0,Lola and the Boy Next Door,en-US,4.0,123929,13224,https://images.gr-assets.com/books/1358271832m/9961796.jpg
8659601,8659601,13530989,71,61974552,2011.0,The Power of Six,eng,4.17,105723,5790,https://images.gr-assets.com/books/1345067406m/8659601.jpg
44652,44652,2129546,51,1590385810,2006.0,Fablehaven,eng,4.08,104185,8486,https://images.gr-assets.com/books/1460309528m/44652.jpg
310459,310459,1165554,78,014034893X,1976.0,"Roll of Thunder, Hear My Cry",eng,3.79,96821,3811,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
18126198,18126198,25457412,83,62285688,2014.0,Four: A Divergent Collection,eng,4.1,116243,9213,https://images.gr-assets.com/books/1393687572m/18126198.jpg
2118745,2118745,2124180,83,1406310255,2008.0,The Knife of Never Letting Go,eng,3.96,112899,12462,https://images.gr-assets.com/books/1277071696m/2118745.jpg
227651,227651,1210896,29,1416924981,1998.0,Among the Hidden ,eng,3.97,96951,5148,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
703292,703292,2904401,60,440995779,1958.0,The Witch of Blackbird Pond,en-US,3.97,112667,4782,https://images.gr-assets.com/books/1345499790m/703292.jpg
5821978,5821978,5994018,50,1416968237,2009.0,The Summer I Turned Pretty,en-US,3.96,110967,8448,https://images.gr-assets.com/books/1361666855m/5821978.jpg
12294652,12294652,17271423,33,803736991,2012.0,My Life Next Door ,eng,4.02,108389,8327,https://images.gr-assets.com/books/1394240144m/12294652.jpg
19057,19057,2737065,79,375836675,2002.0,The Messenger,en-US,4.09,104510,11483,https://images.gr-assets.com/books/1398483261m/19057.jpg
8652190,8652190,7366280,61,312650248,2011.0,Awakened,en-US,4.02,107548,3014,https://images.gr-assets.com/books/1307744664m/8652190.jpg
77392,77392,535245,5,553213172,1915.0,Anne of the Island,eng,4.21,102242,2357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9593913,9593913,14480925,73,62014536,2013.0,Requiem,eng,3.74,109040,12202,https://images.gr-assets.com/books/1340992438m/9593913.jpg
227865,227865,1333018,119,141321318,2003.0,The Eternity Code,eng,4.04,102207,1900,https://images.gr-assets.com/books/1327945417m/227865.jpg
5287473,5287473,5354884,53,1423121309,2010.0,Hex Hall,eng,3.96,114594,7766,https://images.gr-assets.com/books/1368393885m/5287473.jpg
7842288,7842288,10937544,76,316077054,2010.0,Beautiful Darkness,en-US,3.84,107651,6614,https://images.gr-assets.com/books/1327879100m/7842288.jpg
334123,334123,1121748,99,078681859X,2003.0,The Amulet of Samarkand,en-US,3.99,95452,4093,https://images.gr-assets.com/books/1327877926m/334123.jpg
65119,65119,1209957,83,439272637,2000.0,The Miserable Mill,en-US,3.83,109009,2962,https://images.gr-assets.com/books/1352146209m/65119.jpg
179064,179064,2715267,34,1582349908,2003.0,The Goose Girl,en-US,4.18,97013,8818,https://images.gr-assets.com/books/1330728389m/179064.jpg
7824322,7824322,10870318,89,399254129,2011.0,Between Shades of Gray,eng,4.36,101286,15153,https://images.gr-assets.com/books/1327873479m/7824322.jpg
13615258,13615258,19216323,10,006223742X,2012.0,Free Four: Tobias Tells the Divergent Story,eng,4.18,88094,4769,https://images.gr-assets.com/books/1399503802m/13615258.jpg
77390,77390,63845,203,553213148,1909.0,Anne of Avonlea,en-US,4.21,108145,3004,https://images.gr-assets.com/books/1305545757m/77390.jpg
816953,816953,802840,40,142401773,1998.0,Someone Like You,eng,3.94,86678,3553,https://images.gr-assets.com/books/1336001301m/816953.jpg
5391115,5391115,4115339,44,61662763,2009.0,The Awakening,eng,4.16,98240,3118,https://images.gr-assets.com/books/1478986806m/5391115.jpg
150037,150037,324576,62,60566221,2001.0,The Vile Village,eng,3.94,95791,1935,https://images.gr-assets.com/books/1352066958m/150037.jpg
60400,60400,810498,89,142406635,2004.0,The Ruins of Gorlan,eng,4.2,91569,5991,https://images.gr-assets.com/books/1293952830m/60400.jpg
5152478,5152478,5219477,56,067001110X,2009.0,Wintergirls,eng,3.98,92046,7981,https://images.gr-assets.com/books/1346343878m/5152478.jpg
6468666,6468666,6659237,39,1841497126,2010.0,The Reckoning,en-GB,4.21,96809,3418,https://images.gr-assets.com/books/1327154591m/6468666.jpg
139253,139253,2000351,67,679734775,1984.0,The House on Mango Street,eng,3.57,86783,6923,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
334643,334643,2339177,66,60278250,2003.0,Abhorsen,en-US,4.29,87330,1798,https://images.gr-assets.com/books/1401683669m/334643.jpg
7488244,7488244,9621771,41,61996165,2011.0,Unearthly,en-US,4.06,104023,7458,https://images.gr-assets.com/books/1324782984m/7488244.jpg
13083,13083,817164,59,440421705,2002.0,Hoot,eng,3.81,82386,3953,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6584188,6584188,6777681,48,1416995552,2010.0,It's Not Summer Without You,en-US,4.14,84866,4129,https://images.gr-assets.com/books/1479864019m/6584188.jpg
111450,111450,6247751,103,439321611,2001.0,Quidditch Through the Ages,eng,3.85,106088,3502,https://images.gr-assets.com/books/1369689506m/111450.jpg
172327,172327,1168344,66,60566213,2001.0,The Ersatz Elevator,eng,4.01,96706,2322,https://images.gr-assets.com/books/1352066916m/172327.jpg
12930,12930,901952,56,385732538,2004.0,Messenger ,eng,3.9,89295,6721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
83369,83369,80497,44,316057770,2007.0,The Mysterious Benedict Society,en-US,4.14,93495,8420,https://images.gr-assets.com/books/1342715444m/83369.jpg
10798416,10798416,15464655,59,316122386,2012.0,The Statistical Probability of Love at First Sight,eng,3.8,95856,9595,https://images.gr-assets.com/books/1337187623m/10798416.jpg
59263,59263,57689,80,786836547,2004.0,The Golem's Eye,en-US,4.09,74577,1656,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8235178,8235178,13082532,56,1595143971,2011.0,Across the Universe,eng,3.78,100748,9649,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
297249,297249,945340,56,807508527,1942.0,The Boxcar Children,en-US,4.09,95943,2391,https://images.gr-assets.com/books/1173489650m/297249.jpg
769483,769483,2215929,98,60577312,2005.0,Magyk,eng,3.8,91089,4392,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
781110,781110,212043,27,689848919,2000.0,Fever 1793,en-US,3.89,83612,4773,https://images.gr-assets.com/books/1381743126m/781110.jpg
47624,47624,2067752,69,60590165,2001.0,Lirael,en-US,4.29,86941,2247,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13139,13139,880271,72,316155594,2006.0,School's Out Forever,en-US,4.16,96823,3104,https://images.gr-assets.com/books/1346079917m/13139.jpg
13206900,13206900,18390887,40,312642989,2015.0,Winter,eng,4.49,110738,17494,https://images.gr-assets.com/books/1470057036m/13206900.jpg
12893742,12893742,16416771,60,1423140575,2012.0,The Serpent's Shadow,eng,4.28,89532,4324,https://images.gr-assets.com/books/1366227982m/12893742.jpg
368468,368468,358453,51,385323069,1999.0,"Bud, Not Buddy",eng,3.89,75420,4032,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
12700353,12700353,17831620,75,1419701762,2012.0,Me and Earl and the Dying Girl,en-US,3.58,93511,11471,https://images.gr-assets.com/books/1337216932m/12700353.jpg
28195,28195,1567967,82,439554004,2005.0,Tintenblut,eng,3.91,90308,3572,https://images.gr-assets.com/books/1395358683m/28195.jpg
37586,37586,1866210,79,786849568,2006.0,The Lost Colony,en-US,4.01,108016,1569,https://images.gr-assets.com/books/1360177158m/37586.jpg
493456,493456,3315797,52,1416951172,2006.0,Extras,en-US,3.59,90780,4945,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
144349,144349,6627890,73,399244557,2005.0,The Burning Bridge,en-US,4.28,79019,2395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11594257,11594257,15093785,57,1907411054,2011.0,Under the Never Sky,en-GB,4.01,94313,8426,https://images.gr-assets.com/books/1356591725m/11594257.jpg
8709523,8709523,13582370,35,1595143181,2012.0,The Golden Lily,en-US,4.36,91787,6026,https://images.gr-assets.com/books/1360599818m/8709523.jpg
10757833,10757833,11254742,60,316123528,2011.0,Beautiful Chaos,en-US,3.95,81492,4353,https://images.gr-assets.com/books/1327878503m/10757833.jpg
7996,7996,486980,86,1862301387,1986.0,Redwall,eng,4.11,81764,2889,https://images.gr-assets.com/books/1327877368m/7996.jpg
7747064,7747064,7030241,44,373210132,2010.0,The Iron Daughter,eng,4.13,96799,5131,https://images.gr-assets.com/books/1271790654m/7747064.jpg
12401556,12401556,17382941,87,812983602,2012.0,The Age of Miracles,eng,3.64,71793,10726,https://images.gr-assets.com/books/1342487370m/12401556.jpg
331920,331920,3199878,45,375825444,2001.0,Flipped,en-US,3.94,81706,6209,https://images.gr-assets.com/books/1388554293m/331920.jpg
85990,85990,3299770,50,1599900734,2005.0,Princess Academy,eng,4.01,87725,7803,https://images.gr-assets.com/books/1349410861m/85990.jpg
18692431,18692431,26540216,86,553496646,2015.0,"Everything, Everything",eng,4.11,150407,23712,https://images.gr-assets.com/books/1450515891m/18692431.jpg
2146957,2146957,2156412,31,1590388984,2008.0,Grip of the Shadow Plague,eng,4.26,67659,2862,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
187181,187181,1336083,79,449213447,1967.0,The Chosen,eng,4.03,73070,3495,https://images.gr-assets.com/books/1403191327m/187181.jpg
20560137,27774758,39113604,71,1595148035,2015.0,An Ember in the Ashes,eng,4.32,94982,14542,https://images.gr-assets.com/books/1417957944m/20560137.jpg
297792,297792,2146706,50,64410137,2003.0,The Slippery Slope,en-US,4.0,84253,1672,https://images.gr-assets.com/books/1343701012m/297792.jpg
13831,13831,1936544,14,689878559,1983.0,Alanna: The First Adventure,en-US,4.27,91488,3810,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
12812550,12812550,17961723,66,316133973,2012.0,Days of Blood & Starlight,en-CA,4.21,99031,10724,https://images.gr-assets.com/books/1461353798m/12812550.jpg
144350,144350,6627896,61,399244573,2006.0,"The Battle for Skandia (Ranger's Apprentice, #4)",en-US,4.32,66668,1603,https://images.gr-assets.com/books/1294443954m/144350.jpg
10576365,10576365,15483434,41,1423157370,2012.0,The Darkest Minds,eng,4.26,90772,11330,https://images.gr-assets.com/books/1343178841m/10576365.jpg
8525590,8525590,13392566,44,1442409053,2011.0,Wither,eng,3.81,88657,7886,https://images.gr-assets.com/books/1341532430m/8525590.jpg
262430,262430,524491,75,043977134X,2003.0,Gregor the Overlander,eng,3.99,72486,5376,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
33676,33676,940067,73,316155608,2006.0,Saving The World and Other Extreme Sports,en-US,4.16,80114,2529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
106085,106085,1319792,39,786838930,2007.0,Masquerade,en-US,3.91,79673,2045,https://images.gr-assets.com/books/1322287499m/106085.jpg
8685612,8685612,7030253,35,373210183,2011.0,The Iron Queen,eng,4.24,85131,4580,https://images.gr-assets.com/books/1321070331m/8685612.jpg
324277,324277,984147,56,64410129,2002.0,The Carnivorous Carnival,en-US,3.97,86894,1710,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6574102,6574102,6767235,42,1423116399,2010.0,Heist Society,en-US,3.91,78149,4814,https://images.gr-assets.com/books/1359254479m/6574102.jpg
59264,59264,3736193,70,786818611,2006.0,Ptolemy's Gate,eng,4.24,68833,1783,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6609765,6609765,6803732,41,141697170X,2010.0,Out of My Mind,en-US,4.37,69573,10058,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8564935,12180581,13433455,68,1453688935,2010.0,Switched,eng,3.89,80719,6341,https://images.gr-assets.com/books/1288828865m/8564935.jpg
3213286,33290383,3247053,77,142412147,2008.0,Let It Snow: Three Holiday Romances,eng,3.84,76517,7640,https://images.gr-assets.com/books/1489409554m/3213286.jpg
25373,25373,929639,34,375835318,2006.0,Nick & Norah's Infinite Playlist,en-US,3.73,71514,4348,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9409458,9409458,6961290,76,545259088,2011.0,Forever,eng,3.91,91288,7536,https://images.gr-assets.com/books/1285771367m/9409458.jpg
270805,270805,262531,13,1416903569,2007.0,Impulse,en-US,4.29,62005,3125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7719245,7719245,6949381,39,61985848,2010.0,Paranormalcy,eng,3.91,82832,5783,https://images.gr-assets.com/books/1496938681m/7719245.jpg
8680278,8680278,12901545,39,1416995587,2011.0,We'll Always Have Summer,en-US,4.17,71387,5139,https://images.gr-assets.com/books/1327054226m/8680278.jpg
136782,136782,833565,113,014240165X,2000.0,Alex Rider: Stormbreaker,eng,3.97,72339,4333,https://images.gr-assets.com/books/1288354739m/136782.jpg
5217282,5217282,3295041,12,1606410423,2009.0,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)",eng,4.35,62571,2700,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13662,13662,1322146,118,689845367,1970.0,The Tombs of Atuan,eng,4.07,66964,1730,https://images.gr-assets.com/books/1417900879m/13662.jpg
2402971,2402971,3216911,69,385733585,2008.0,The Magician: The Secrets of The Immortal Nicholas Flamel,eng,4.09,71690,2558,https://images.gr-assets.com/books/1320396250m/2402971.jpg
9378297,9378297,14261925,50,765328658,2011.0,Anna Dressed in Blood,en-US,3.96,78236,8656,https://images.gr-assets.com/books/1398637405m/9378297.jpg
310146,310146,997358,51,380714752,1990.0,The True Confessions of Charlotte Doyle,eng,3.81,70206,2750,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
568645,568645,2796618,55,1423100050,2007.0,Cross My Heart and Hope to Spy,en-US,4.13,73404,3079,https://images.gr-assets.com/books/1342448094m/568645.jpg
8492856,8492856,13014066,31,670012947,2011.0,What Happened to Goodbye,eng,3.97,72976,4082,https://images.gr-assets.com/books/1347810788m/8492856.jpg
17020,17020,1008846,35,60541431,2005.0,13 Little Blue Envelopes,eng,3.65,70828,4329,https://images.gr-assets.com/books/1375030179m/17020.jpg
23734628,32768522,43346673,51,1250049555,2015.0,Carry On,eng,4.19,87797,14621,https://images.gr-assets.com/books/1429810397m/23734628.jpg
27266,27266,27912,55,451219945,2006.0,Glass Houses,en-US,3.92,82220,4316,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
12971616,12971616,18055886,59,61974587,2012.0,The Rise of Nine,eng,4.2,75861,4207,https://images.gr-assets.com/books/1331740153m/12971616.jpg
5454,5454,841331,77,385731051,2003.0,The Second Summer of the Sisterhood,en-US,3.78,77713,2169,https://images.gr-assets.com/books/1467700995m/5454.jpg
34494,34494,62580,100,60012382,2003.0,The Wee Free Men,eng,4.25,71650,3084,https://images.gr-assets.com/books/1443764106m/34494.jpg
7402393,7402393,7168458,53,039925482X,2010.0,Nightshade,eng,4.03,73076,4916,https://images.gr-assets.com/books/1333400218m/7402393.jpg
100464,100464,429198,71,190444248X,1997.0,Drachenreiter,eng,3.94,65811,2077,https://images.gr-assets.com/books/1328004947m/100464.jpg
23174274,23174274,42720997,65,62310666,2016.0,Glass Sword,eng,3.95,88428,11596,https://images.gr-assets.com/books/1436460934m/23174274.jpg
5310515,5310515,6608018,51,385737424,2009.0,When You Reach Me,en-US,4.08,68034,9693,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
14061955,14061955,19699752,44,805094601,2013.0,Siege and Storm,eng,4.08,87539,9818,https://images.gr-assets.com/books/1362166252m/14061955.jpg
6050678,6050678,6226342,54,1416971734,2009.0,Leviathan,en-US,3.91,72965,6395,https://images.gr-assets.com/books/1275694232m/6050678.jpg
7243142,7243142,6278088,12,1606412388,2010.0,"Fablehaven: Keys to the Demon Prison (Fablehaven, #5)",eng,4.42,59949,3022,https://images.gr-assets.com/books/1298081448m/7243142.jpg
2179276,2179276,2184954,74,1423108361,2008.0,The Time Paradox,en-US,4.07,65609,1877,https://images.gr-assets.com/books/1395218526m/2179276.jpg
12680907,12680907,6508730,51,803734735,2012.0,Bitterblue,eng,4.01,80120,7159,https://images.gr-assets.com/books/1331532273m/12680907.jpg
6604794,6604794,6798696,68,803734956,2010.0,The Sky Is Everywhere,eng,4.04,71175,7709,https://images.gr-assets.com/books/1496659743m/6604794.jpg
272895,272895,671846,59,965476022,1941.0,The Black Stallion,eng,4.18,62791,967,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
17347389,17347389,21598446,48,545424941,2013.0,The Dream Thieves,eng,4.27,84512,10775,https://images.gr-assets.com/books/1477103777m/17347389.jpg
4325,4325,7995,35,142401757,2000.0,Dreamland ,eng,3.91,65731,3813,https://images.gr-assets.com/books/1385861832m/4325.jpg
8428064,8428064,11015791,46,1423121317,2011.0,Demonglass,en-US,4.13,77626,4496,https://images.gr-assets.com/books/1287692542m/8428064.jpg
395871,395871,385368,33,006114097X,2007.0,The Awakening and the Struggle,en-US,3.67,72227,3856,https://images.gr-assets.com/books/1393837129m/395871.jpg
3575676,3575676,3617922,12,1416974520,2009.0,"Night World, No. 3",en-US,4.2,59070,809,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
10626594,10626594,15535056,47,054522490X,2011.0,The Scorpio Races,eng,4.08,76231,10427,https://images.gr-assets.com/books/1461209661m/10626594.jpg
201341,201341,2984402,41,441005764,1988.0,Mossflower,en-US,4.09,58425,654,https://images.gr-assets.com/books/1281811805m/201341.jpg
5047880,5047880,5114483,47,61449067,2009.0,Hunger ,eng,4.02,65389,3102,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
162089,162089,2191062,62,60887338,2007.0,Flawless,en-US,3.96,64318,3150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
65118,65118,2361348,62,1405206128,2001.0,The Hostile Hospital,en-GB,3.95,73955,1727,https://images.gr-assets.com/books/1442446120m/65118.jpg
6134826,6134826,6313389,69,312532768,2009.0,Blue Moon,eng,3.61,78447,3611,https://images.gr-assets.com/books/1362336365m/6134826.jpg
17623975,17623975,17992862,50,142422959,2013.0,Just One Day,eng,4.02,66861,7371,https://images.gr-assets.com/books/1368722144m/17623975.jpg
1661957,1661957,1656772,50,1416953574,2008.0,Wake,eng,3.75,72067,5180,https://images.gr-assets.com/books/1361417311m/1661957.jpg
270804,270804,262530,16,1416940901,2007.0,"Glass (Crank, #2)",eng,4.28,53542,2455,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13835,13835,1142860,52,689878567,1984.0,In the Hand of the Goddess,eng,4.25,70595,1464,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8835379,6325285,6510846,80,805092528,2009.0,Rubinrot,en-US,4.12,82241,8320,https://images.gr-assets.com/books/1312036605m/8835379.jpg
6581511,6581511,7253963,64,031259044X,2009.0,Shadowland,eng,3.66,71034,2468,https://images.gr-assets.com/books/1362336374m/6581511.jpg
13837,13837,1123099,51,689878575,1988.0,Lioness Rampant,en-US,4.28,68419,1217,https://images.gr-assets.com/books/1390366673m/13837.jpg
150739,150739,1178402,33,015204566X,1990.0,Dealing with Dragons,en-US,4.14,69992,2695,https://images.gr-assets.com/books/1385526967m/150739.jpg
8709526,8709526,13582373,26,159514319X,2013.0,The Indigo Spell,eng,4.41,77721,5633,https://images.gr-assets.com/books/1438483930m/8709526.jpg
13324841,13324841,18252076,35,547887205,2012.0,"Son (The Giver, #4)",eng,3.98,61353,7093,https://images.gr-assets.com/books/1349952095m/13324841.jpg
7137775,7137775,7401343,37,802720854,2010.0,Rules of Attraction,en-US,4.22,71900,3704,https://images.gr-assets.com/books/1439792205m/7137775.jpg
3432478,3432478,3473471,56,575090855,2009.0,The Forest of Hands and Teeth,eng,3.59,74058,8336,https://images.gr-assets.com/books/1320633297m/3432478.jpg
51428,51428,1696926,45,385733410,2005.0,Rebel Angels,eng,3.98,83916,3101,https://images.gr-assets.com/books/1333820283m/51428.jpg
24120519,24120519,43712653,71,159474758X,2015.0,Library of Souls ,eng,4.15,69660,7936,https://images.gr-assets.com/books/1472783347m/24120519.jpg
31122,33602148,950769,103,312181108,1948.0,I Capture the Castle,eng,4.0,65645,6587,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7933617,7933617,11290776,61,1905654871,2011.0,Destined,eng,4.04,63949,2535,https://images.gr-assets.com/books/1406962311m/7933617.jpg
20821111,20821111,25217978,39,399167838,2014.0,The Young Elites,eng,3.93,72215,10093,https://images.gr-assets.com/books/1407318399m/20821111.jpg
34262,34262,1625130,47,078684907X,2004.0,Peter and the Starcatchers,eng,4.01,60040,4375,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2753843,2753843,2779542,31,1423102282,2008.0,Revelations,en-US,3.89,68531,1565,https://images.gr-assets.com/books/1322343073m/2753843.jpg
9565548,9565548,14452295,33,054762834X,2012.0,Grave Mercy,eng,3.92,74683,7661,https://images.gr-assets.com/books/1320269319m/9565548.jpg
113304,113304,3313414,92,1903434777,2000.0,Herr der Diebe,eng,3.95,68465,3391,https://images.gr-assets.com/books/1327960342m/113304.jpg
4588949,4588949,4638383,60,385735294,2009.0,The Sorceress,eng,4.11,61599,1929,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2921082,2921082,2948317,33,545060397,2008.0,The Maze of Bones ,eng,3.83,61950,4229,https://images.gr-assets.com/books/1385117877m/2921082.jpg
690926,690926,3187048,5,316003727,2007.0,"The Twilight Collection (Twilight, #1-3)",eng,3.78,42383,1127,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6267237,6267237,6450517,33,1423102266,2009.0,The Van Alen Legacy ,en-US,3.95,60659,1477,https://images.gr-assets.com/books/1343251719m/6267237.jpg
2985500,2985500,3015943,12,1416974512,2008.0,"Night World, No. 2",en-CA,4.2,54027,1027,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5452,5452,1710082,70,553375938,2005.0,Girls in Pants: The Third Summer of the Sisterhood,eng,3.82,63863,1581,https://images.gr-assets.com/books/1320473346m/5452.jpg
11925514,11925514,16885788,57,1405258217,2012.0,Code Name Verity,eng,4.08,65468,11912,https://images.gr-assets.com/books/1388161911m/11925514.jpg
270807,270807,262533,12,1416903542,2006.0," Burned (Burned, #1)",en-US,4.24,50310,3379,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1254951,1254951,1243729,46,61345660,2007.0,The Luxe,en-US,3.63,61682,4277,https://images.gr-assets.com/books/1323438343m/1254951.jpg
2241059,2241059,3032810,13,1416950052,2008.0,Identical,eng,4.34,48870,3085,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9627755,9627755,14515040,34,525425632,2014.0,Isla and the Happily Ever After,eng,4.1,76687,10433,https://images.gr-assets.com/books/1362064564m/9627755.jpg
20698530,20698530,40018073,44,144242673X,2015.0,P.S. I Still Love You,eng,4.17,67887,10332,https://images.gr-assets.com/books/1422881430m/20698530.jpg
15704459,15704459,21979689,51,385743580,2015.0,Firefight,eng,4.29,50765,4426,https://images.gr-assets.com/books/1413220816m/15704459.jpg
6693332,6693332,6888828,61,385905165,2010.0,The Necromancer: The Secrets of The Immortal Nicholas Flamel,eng,4.12,50653,1665,https://images.gr-assets.com/books/1320460606m/6693332.jpg
662597,662597,2051065,22,439324599,2000.0,Cut,en-US,3.76,49106,2498,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
24780,24780,1149593,83,805080481,1964.0,The Book of Three,en-US,4.0,59286,2416,https://images.gr-assets.com/books/1405184012m/24780.jpg
11966216,11966216,13476717,59,1250006325,2010.0,Torn,en-US,4.04,59016,2951,https://images.gr-assets.com/books/1397954544m/11966216.jpg
2722413,2722413,2748013,52,61284394,2008.0,Evernight,en-US,3.64,67136,3117,https://images.gr-assets.com/books/1306376600m/2722413.jpg
44184,44184,1386643,39,64407314,1999.0,Monster,eng,3.7,48399,4394,https://images.gr-assets.com/books/1404962824m/44184.jpg
1651302,1651302,2191060,53,60887370,2007.0,Perfect,eng,4.02,55030,2204,https://images.gr-assets.com/books/1363681820m/1651302.jpg
18189606,18189606,25591533,23,1442435003,2014.0,Since You've Been Gone,eng,4.19,64449,8622,https://images.gr-assets.com/books/1377702326m/18189606.jpg
127823,127823,6627894,69,399244565,2005.0,The Icebound Land,eng,4.22,52595,1804,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
26074181,26074181,42492659,20,62392174,2016.0,The Crown,eng,3.8,72531,9632,https://images.gr-assets.com/books/1446759650m/26074181.jpg
3099787,3099787,3130946,18,1416974504,2008.0,"Night World, No. 1",en-US,4.04,56461,2065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2325825,2325825,3897683,81,1905294719,2007.0,Tintentod,eng,3.93,59638,2729,https://images.gr-assets.com/books/1327341991m/2325825.jpg
5056084,5056084,5122699,58,61668036,2009.0,Wings ,en-US,3.75,66249,4840,https://images.gr-assets.com/books/1327983077m/5056084.jpg
22188,22188,3061184,86,316910333,2002.0,Gossip Girl,eng,3.51,51967,2345,https://images.gr-assets.com/books/1398814332m/22188.jpg
80674,80674,160962,71,142408808,1980.0,Superfudge,eng,3.98,53118,1195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11563110,11563110,14532305,33,61996181,2012.0,Hallowed,eng,4.15,61307,4085,https://images.gr-assets.com/books/1332883896m/11563110.jpg
3412815,3412815,3453075,13,1595547169,2008.0,Fireproof,en-US,4.47,37588,466,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6408862,6408862,6597789,37,1906427135,2009.0,Stolen: A Letter to My Captor,eng,3.93,57261,7331,https://images.gr-assets.com/books/1311064295m/6408862.jpg
24784,24784,1122077,74,080508049X,1965.0,The Black Cauldron,eng,4.13,51195,1167,https://images.gr-assets.com/books/1405377996m/24784.jpg
22489107,22489107,41928590,27,1250060559,2015.0,Fairest,eng,4.02,65495,10066,https://images.gr-assets.com/books/1460846345m/22489107.jpg
6686092,6686092,6881422,38,61449091,2010.0,Lies,en-US,4.09,51981,2084,https://images.gr-assets.com/books/1257814886m/6686092.jpg
